model_name,average_reward
SAC_0_30000_Pusher-v4_333_100_25_1_policy=100,-71.29064562876253
SAC_0_30000_Pusher-v4_333_100_25_1_policy=52,-74.45166393645485
SAC_0_30000_Pusher-v4_333_100_25_1_policy=82,-73.09575845150502
SAC_0_30000_Pusher-v4_333_100_25_1_policy=69,-71.2058623979933
SAC_0_30000_Pusher-v4_333_100_25_1_policy=59,-70.58999853846153
SAC_0_30000_Pusher-v4_333_100_25_1_policy=97,-68.40811967892976
SAC_0_30000_Pusher-v4_333_100_25_1_policy=62,-68.0321213277592
SAC_0_30000_Pusher-v4_333_100_25_1_policy=99,-69.75918065886287
SAC_0_30000_Pusher-v4_333_100_25_1_policy=67,-73.6025216153846
SAC_0_30000_Pusher-v4_333_100_25_1_policy=86,-68.40894122408027
SAC_0_30000_Pusher-v4_333_100_25_1_policy=71,-74.8872104347826
SAC_0_30000_Pusher-v4_333_100_25_1_policy=80,-71.33582762876254
SAC_0_30000_Pusher-v4_333_100_25_1_policy=51,-70.22513995317726
SAC_0_30000_Pusher-v4_333_100_25_1_policy=65,-69.48806199331104
SAC_0_30000_Pusher-v4_333_100_25_1_policy=58,-72.47552294983278
SAC_0_30000_Pusher-v4_333_100_25_1_policy=73,-72.05503819732441
SAC_0_30000_Pusher-v4_333_100_25_1_policy=95,-75.64873798327758
SAC_0_30000_Pusher-v4_333_100_25_1_policy=75,-71.40266572240805
SAC_0_30000_Pusher-v4_333_100_25_1_policy=90,-68.73722938795986
