model_name,average_reward
SAC_0_30000_Pusher-v4_333_100_25_1_noise=97,-70.66987379933109
SAC_0_30000_Pusher-v4_333_100_25_1_noise=89,-69.13719724080269
SAC_0_30000_Pusher-v4_333_100_25_1_noise=95,-70.18624867892976
SAC_0_30000_Pusher-v4_333_100_25_1_noise=90,-71.92945988963211
SAC_0_30000_Pusher-v4_333_100_25_1_noise=52,-69.72279677257525
SAC_0_30000_Pusher-v4_333_100_25_1_noise=98,-70.8840586187291
SAC_0_30000_Pusher-v4_333_100_25_1_noise=51,-70.83694937458193
SAC_0_30000_Pusher-v4_333_100_25_1_noise=69,-69.89553371906355
SAC_0_30000_Pusher-v4_333_100_25_1_noise=54,-68.38742850501673
SAC_0_30000_Pusher-v4_333_100_25_1_noise=61,-67.83109429096992
SAC_0_30000_Pusher-v4_333_100_25_1_noise=81,-70.58576149163879
SAC_0_30000_Pusher-v4_333_100_25_1_noise=88,-69.9702734749164
SAC_0_30000_Pusher-v4_333_100_25_1_noise=71,-74.02032990301004
SAC_0_30000_Pusher-v4_333_100_25_1_noise=59,-68.28090711705686
SAC_0_30000_Pusher-v4_333_100_25_1_noise=57,-68.78282256856187
SAC_0_30000_Pusher-v4_333_100_25_1_noise=77,-72.66426678595316
SAC_0_30000_Pusher-v4_333_100_25_1_noise=58,-69.04792314046823
SAC_0_30000_Pusher-v4_333_100_25_1_noise=83,-69.54063216053511
SAC_0_30000_Pusher-v4_333_100_25_1_noise=87,-69.35807257190635

