model_name,average_reward
PPO_0_30000_Pusher-v4_111_222_333_444_noise=71,-116.7917579382716
PPO_0_30000_Pusher-v4_111_222_333_444_noise=88,-116.69915337037038
PPO_0_30000_Pusher-v4_111_222_333_444_noise=94,-116.95318348148149
PPO_0_30000_Pusher-v4_111_222_333_444_noise=61,-117.67572149382714
PPO_0_30000_Pusher-v4_111_222_333_444_noise=85,-117.56574995061729
PPO_0_30000_Pusher-v4_111_222_333_444_noise=79,-118.68774949382717
PPO_0_30000_Pusher-v4_111_222_333_444_noise=87,-117.29572893827162
PPO_0_30000_Pusher-v4_111_222_333_444_noise=78,-116.47371451851853
PPO_0_30000_Pusher-v4_111_222_333_444_noise=89,-117.54222681481482
PPO_0_30000_Pusher-v4_111_222_333_444_noise=66,-117.62021674074074
PPO_0_30000_Pusher-v4_111_222_333_444_noise=58,-118.355338
PPO_0_30000_Pusher-v4_111_222_333_444_noise=69,-119.27675528395064
PPO_0_30000_Pusher-v4_111_222_333_444_noise=74,-115.44844275308641
PPO_0_30000_Pusher-v4_111_222_333_444_noise=72,-116.77433259259259
PPO_0_30000_Pusher-v4_111_222_333_444_noise=82,-117.4246677654321
PPO_0_30000_Pusher-v4_111_222_333_444_noise=75,-117.0432536419753
PPO_0_30000_Pusher-v4_111_222_333_444_noise=77,-119.59661635802468
PPO_0_30000_Pusher-v4_111_222_333_444_noise=70,-116.8001730617284
PPO_0_30000_Pusher-v4_111_222_333_444_noise=73,-117.69833196296295

