model_name,average_reward
PPO_0_30000_Pusher-v4_111_222_333_444_env=66,-116.61338172839505
PPO_0_30000_Pusher-v4_111_222_333_444_env=75,-116.93918043209875
PPO_0_30000_Pusher-v4_111_222_333_444_env=85,-117.8488621851852
PPO_0_30000_Pusher-v4_111_222_333_444_env=62,-117.1421532345679
PPO_0_30000_Pusher-v4_111_222_333_444_env=92,-116.54170529629629
PPO_0_30000_Pusher-v4_111_222_333_444_env=96,-117.23960901234565
PPO_0_30000_Pusher-v4_111_222_333_444_env=51,-117.14084288888888
PPO_0_30000_Pusher-v4_111_222_333_444_env=63,-116.79502138271604
PPO_0_30000_Pusher-v4_111_222_333_444_env=77,-117.49889775308644
PPO_0_30000_Pusher-v4_111_222_333_444_env=74,-117.14362127160494
PPO_0_30000_Pusher-v4_111_222_333_444_env=72,-116.49896628395061
PPO_0_30000_Pusher-v4_111_222_333_444_env=73,-116.57635041975308
PPO_0_30000_Pusher-v4_111_222_333_444_env=100,-117.08372298765433
PPO_0_30000_Pusher-v4_111_222_333_444_env=79,-116.42696130864196
PPO_0_30000_Pusher-v4_111_222_333_444_env=87,-117.18457724691359
PPO_0_30000_Pusher-v4_111_222_333_444_env=67,-117.02312819753087
PPO_0_30000_Pusher-v4_111_222_333_444_env=69,-116.18156672839505

