anti,algorithm,section,learning_timesteps,environment,env_seed,policy_seed,noise_seed,buffer_seed,parameter,seed_value,model_name,avg_reward
False,PPO,1,300000,Ant-v4,111,222,333,444,buffer,8,PPO_1_300000_Ant-v4_111_222_333_444_buffer=8,-90.6813057833442
False,PPO,2,300000,Ant-v4,111,222,333,444,buffer,2,PPO_2_300000_Ant-v4_111_222_333_444_buffer=2,5.743430666513341
False,PPO,3,300000,Ant-v4,111,222,333,444,buffer,1,PPO_3_300000_Ant-v4_111_222_333_444_buffer=1,120.3813209519938
