anti,algorithm,section,learning_timesteps,environment,env_seed,policy_seed,noise_seed,buffer_seed,parameter,seed_value,model_name,avg_reward
False,SAC,2,11667,Hopper-v4,111,222,333,444,buffer,6,SAC_2_11667_Hopper-v4_111_222_333_444_buffer=6,142.12805529117645
False,SAC,3,11667,Hopper-v4,111,222,333,444,buffer,9,SAC_3_11667_Hopper-v4_111_222_333_444_buffer=9,147.2938484032258
True,SAC,1,11667,Hopper-v4,111,222,333,444,noise,1,SAC_1_11667_Hopper-v4_111_222_333_444_noise=1,114.98982696756757
True,SAC,2,11667,Hopper-v4,111,222,333,444,noise,8,SAC_2_11667_Hopper-v4_111_222_333_444_noise=8,128.34983875072464
True,SAC,3,11667,Hopper-v4,111,222,333,444,noise,15,SAC_3_11667_Hopper-v4_111_222_333_444_noise=15,124.4555167992565
False,SAC,1,11667,Hopper-v4,111,222,333,444,noise,10,SAC_1_11667_Hopper-v4_111_222_333_444_noise=10,141.62161998203595
False,SAC,2,11667,Hopper-v4,111,222,333,444,noise,11,SAC_2_11667_Hopper-v4_111_222_333_444_noise=11,153.28600033538464
False,SAC,3,11667,Hopper-v4,111,222,333,444,noise,11,SAC_3_11667_Hopper-v4_111_222_333_444_noise=11,157.10078801836733
True,SAC,1,11667,Hopper-v4,111,222,333,444,policy,2,SAC_1_11667_Hopper-v4_111_222_333_444_policy=2,105.55849944390243
True,SAC,2,11667,Hopper-v4,111,222,333,444,policy,2,SAC_2_11667_Hopper-v4_111_222_333_444_policy=2,124.510944824
True,SAC,3,11667,Hopper-v4,111,222,333,444,policy,2,SAC_3_11667_Hopper-v4_111_222_333_444_policy=2,128.6320118875
False,SAC,1,11667,Hopper-v4,111,222,333,444,policy,5,SAC_1_11667_Hopper-v4_111_222_333_444_policy=5,141.8231469117647
False,SAC,2,11667,Hopper-v4,111,222,333,444,policy,6,SAC_2_11667_Hopper-v4_111_222_333_444_policy=6,166.96905095637584
False,SAC,3,11667,Hopper-v4,111,222,333,444,policy,7,SAC_3_11667_Hopper-v4_111_222_333_444_policy=7,175.25392475813956

True,SAC,1,10000,Reacher-v4,111,222,333,444,env,9,SAC_1_10000_Reacher-v4_111_222_333_444_env=9,-24.528278804020104
True,SAC,2,10000,Reacher-v4,111,222,333,444,env,1,SAC_2_10000_Reacher-v4_111_222_333_444_env=1,-18.022514368421053
True,SAC,3,10000,Reacher-v4,111,222,333,444,env,1,SAC_3_10000_Reacher-v4_111_222_333_444_env=1,-15.401233066777962
False,SAC,1,10000,Reacher-v4,111,222,333,444,env,13,SAC_1_10000_Reacher-v4_111_222_333_444_env=13,-23.897572
False,SAC,2,10000,Reacher-v4,111,222,333,444,env,8,SAC_2_10000_Reacher-v4_111_222_333_444_env=8,-17.287750904761907
False,SAC,3,10000,Reacher-v4,111,222,333,444,env,15,SAC_3_10000_Reacher-v4_111_222_333_444_env=15,-14.6692520951586
True,SAC,1,10000,Reacher-v4,111,222,333,444,buffer,3,SAC_1_10000_Reacher-v4_111_222_333_444_buffer=3,-24.44710807035176
True,SAC,2,10000,Reacher-v4,111,222,333,444,buffer,4,SAC_2_10000_Reacher-v4_111_222_333_444_buffer=4,-17.71394102255639
True,SAC,3,10000,Reacher-v4,111,222,333,444,buffer,9,SAC_3_10000_Reacher-v4_111_222_333_444_buffer=9,-15.122322722871454
False,SAC,1,10000,Reacher-v4,111,222,333,444,buffer,5,SAC_1_10000_Reacher-v4_111_222_333_444_buffer=5,-24.19336873869347
False,SAC,2,10000,Reacher-v4,111,222,333,444,buffer,10,SAC_2_10000_Reacher-v4_111_222_333_444_buffer=10,-17.362305037593984
False,SAC,3,10000,Reacher-v4,111,222,333,444,buffer,10,SAC_3_10000_Reacher-v4_111_222_333_444_buffer=10,-14.76314343906511
True,SAC,1,10000,Reacher-v4,111,222,333,444,noise,6,SAC_1_10000_Reacher-v4_111_222_333_444_noise=6,-24.839128231155776
True,SAC,2,10000,Reacher-v4,111,222,333,444,noise,9,SAC_2_10000_Reacher-v4_111_222_333_444_noise=9,-18.01211481453634
True,SAC,3,10000,Reacher-v4,111,222,333,444,noise,12,SAC_3_10000_Reacher-v4_111_222_333_444_noise=12,-15.382308766277127
False,SAC,1,10000,Reacher-v4,111,222,333,444,noise,11,SAC_1_10000_Reacher-v4_111_222_333_444_noise=11,-23.989934296482414
False,SAC,2,10000,Reacher-v4,111,222,333,444,noise,3,SAC_2_10000_Reacher-v4_111_222_333_444_noise=3,-17.060698917293234
False,SAC,3,10000,Reacher-v4,111,222,333,444,noise,3,SAC_3_10000_Reacher-v4_111_222_333_444_noise=3,-14.493465191986646
True,SAC,1,10000,Reacher-v4,111,222,333,444,policy,3,SAC_1_10000_Reacher-v4_111_222_333_444_policy=3,-24.302545291457285
True,SAC,2,10000,Reacher-v4,111,222,333,444,policy,7,SAC_2_10000_Reacher-v4_111_222_333_444_policy=7,-17.57418311027569
True,SAC,3,10000,Reacher-v4,111,222,333,444,policy,7,SAC_3_10000_Reacher-v4_111_222_333_444_policy=7,-15.139086803005007
False,SAC,1,10000,Reacher-v4,111,222,333,444,policy,8,SAC_1_10000_Reacher-v4_111_222_333_444_policy=8,-23.960992115577888
False,SAC,2,10000,Reacher-v4,111,222,333,444,policy,5,SAC_2_10000_Reacher-v4_111_222_333_444_policy=5,-17.17504276942356
False,SAC,3,10000,Reacher-v4,111,222,333,444,policy,8,SAC_3_10000_Reacher-v4_111_222_333_444_policy=8,-14.488563864774624

True,SAC,1,20000,InvertedPendulum-v4,111,222,333,444,env,10,SAC_1_20000_InvertedPendulum-v4_111_222_333_444_env=10,32.57227138643068
True,SAC,2,20000,InvertedPendulum-v4,111,222,333,444,env,7,SAC_2_20000_InvertedPendulum-v4_111_222_333_444_env=7,40.52941176470589
True,SAC,3,20000,InvertedPendulum-v4,111,222,333,444,env,9,SAC_3_20000_InvertedPendulum-v4_111_222_333_444_env=9,43.272277227722775
False,SAC,1,20000,InvertedPendulum-v4,111,222,333,444,env,5,SAC_1_20000_InvertedPendulum-v4_111_222_333_444_env=5,39.25320512820513
False,SAC,2,20000,InvertedPendulum-v4,111,222,333,444,env,10,SAC_2_20000_InvertedPendulum-v4_111_222_333_444_env=10,56.847639484978544
False,SAC,3,20000,InvertedPendulum-v4,111,222,333,444,env,14,SAC_3_20000_InvertedPendulum-v4_111_222_333_444_env=14,55.51762820512821
True,SAC,1,20000,InvertedPendulum-v4,111,222,333,444,buffer,1,SAC_1_20000_InvertedPendulum-v4_111_222_333_444_buffer=1,32.36482084690554
True,SAC,2,20000,InvertedPendulum-v4,111,222,333,444,buffer,2,SAC_2_20000_InvertedPendulum-v4_111_222_333_444_buffer=2,42.41452991452992
True,SAC,3,20000,InvertedPendulum-v4,111,222,333,444,buffer,6,SAC_3_20000_InvertedPendulum-v4_111_222_333_444_buffer=6,42.67752442996743
False,SAC,1,20000,InvertedPendulum-v4,111,222,333,444,buffer,3,SAC_1_20000_InvertedPendulum-v4_111_222_333_444_buffer=3,39.14110429447853
False,SAC,2,20000,InvertedPendulum-v4,111,222,333,444,buffer,5,SAC_2_20000_InvertedPendulum-v4_111_222_333_444_buffer=5,47.22680412371134
False,SAC,3,20000,InvertedPendulum-v4,111,222,333,444,buffer,10,SAC_3_20000_InvertedPendulum-v4_111_222_333_444_buffer=10,47.813235294117646
True,SAC,1,20000,InvertedPendulum-v4,111,222,333,444,noise,2,SAC_1_20000_InvertedPendulum-v4_111_222_333_444_noise=2,29.543478260869566
True,SAC,2,20000,InvertedPendulum-v4,111,222,333,444,noise,1,SAC_2_20000_InvertedPendulum-v4_111_222_333_444_noise=1,37.54691075514874
True,SAC,3,20000,InvertedPendulum-v4,111,222,333,444,noise,12,SAC_3_20000_InvertedPendulum-v4_111_222_333_444_noise=12,40.84731543624161
False,SAC,1,20000,InvertedPendulum-v4,111,222,333,444,noise,8,SAC_1_20000_InvertedPendulum-v4_111_222_333_444_noise=8,44.01067615658363
False,SAC,2,20000,InvertedPendulum-v4,111,222,333,444,noise,14,SAC_2_20000_InvertedPendulum-v4_111_222_333_444_noise=14,52.502049180327866
False,SAC,3,20000,InvertedPendulum-v4,111,222,333,444,noise,13,SAC_3_20000_InvertedPendulum-v4_111_222_333_444_noise=13,59.0625
True,SAC,1,20000,InvertedPendulum-v4,111,222,333,444,policy,1,SAC_1_20000_InvertedPendulum-v4_111_222_333_444_policy=1,32.218068535825545
True,SAC,2,20000,InvertedPendulum-v4,111,222,333,444,policy,7,SAC_2_20000_InvertedPendulum-v4_111_222_333_444_policy=7,41.13214990138067
True,SAC,3,20000,InvertedPendulum-v4,111,222,333,444,policy,3,SAC_3_20000_InvertedPendulum-v4_111_222_333_444_policy=3,44.85928143712575
False,SAC,1,20000,InvertedPendulum-v4,111,222,333,444,policy,9,SAC_1_20000_InvertedPendulum-v4_111_222_333_444_policy=9,38.88068181818182
False,SAC,2,20000,InvertedPendulum-v4,111,222,333,444,policy,9,SAC_2_20000_InvertedPendulum-v4_111_222_333_444_policy=9,52.634469696969695
False,SAC,3,20000,InvertedPendulum-v4,111,222,333,444,policy,7,SAC_3_20000_InvertedPendulum-v4_111_222_333_444_policy=7,63.935338345864665

True,SAC,1,20000,InvertedDoublePendulum-v4,111,222,333,444,env,2,SAC_1_20000_InvertedDoublePendulum-v4_111_222_333_444_env=2,392.7140788451328
True,SAC,2,20000,InvertedDoublePendulum-v4,111,222,333,444,env,15,SAC_2_20000_InvertedDoublePendulum-v4_111_222_333_444_env=15,410.226498044494
True,SAC,3,20000,InvertedDoublePendulum-v4,111,222,333,444,env,2,SAC_3_20000_InvertedDoublePendulum-v4_111_222_333_444_env=2,409.891575598524
False,SAC,1,20000,InvertedDoublePendulum-v4,111,222,333,444,env,5,SAC_1_20000_InvertedDoublePendulum-v4_111_222_333_444_env=5,451.0897359657702
False,SAC,2,20000,InvertedDoublePendulum-v4,111,222,333,444,env,10,SAC_2_20000_InvertedDoublePendulum-v4_111_222_333_444_env=10,460.0290425133172
False,SAC,3,20000,InvertedDoublePendulum-v4,111,222,333,444,env,13,SAC_3_20000_InvertedDoublePendulum-v4_111_222_333_444_env=13,454.040946735596
True,SAC,1,20000,InvertedDoublePendulum-v4,111,222,333,444,buffer,8,SAC_1_20000_InvertedDoublePendulum-v4_111_222_333_444_buffer=8,376.4237340955414
True,SAC,2,20000,InvertedDoublePendulum-v4,111,222,333,444,buffer,1,SAC_2_20000_InvertedDoublePendulum-v4_111_222_333_444_buffer=1,382.63163505252106
True,SAC,3,20000,InvertedDoublePendulum-v4,111,222,333,444,buffer,9,SAC_3_20000_InvertedDoublePendulum-v4_111_222_333_444_buffer=9,388.750558463758
False,SAC,1,20000,InvertedDoublePendulum-v4,111,222,333,444,buffer,10,SAC_1_20000_InvertedDoublePendulum-v4_111_222_333_444_buffer=10,427.0683617199074
False,SAC,2,20000,InvertedDoublePendulum-v4,111,222,333,444,buffer,2,SAC_2_20000_InvertedDoublePendulum-v4_111_222_333_444_buffer=2,425.0323141576577
False,SAC,3,20000,InvertedDoublePendulum-v4,111,222,333,444,buffer,7,SAC_3_20000_InvertedDoublePendulum-v4_111_222_333_444_buffer=7,419.6351335157509
True,SAC,1,20000,InvertedDoublePendulum-v4,111,222,333,444,noise,9,SAC_1_20000_InvertedDoublePendulum-v4_111_222_333_444_noise=9,383.8183958160173
True,SAC,2,20000,InvertedDoublePendulum-v4,111,222,333,444,noise,9,SAC_2_20000_InvertedDoublePendulum-v4_111_222_333_444_noise=9,397.8604568579234
True,SAC,3,20000,InvertedDoublePendulum-v4,111,222,333,444,noise,10,SAC_3_20000_InvertedDoublePendulum-v4_111_222_333_444_noise=10,396.88463147210297
False,SAC,1,20000,InvertedDoublePendulum-v4,111,222,333,444,noise,11,SAC_1_20000_InvertedDoublePendulum-v4_111_222_333_444_noise=11,442.1656333492824
False,SAC,2,20000,InvertedDoublePendulum-v4,111,222,333,444,noise,14,SAC_2_20000_InvertedDoublePendulum-v4_111_222_333_444_noise=14,441.361802445993
False,SAC,3,20000,InvertedDoublePendulum-v4,111,222,333,444,noise,5,SAC_3_20000_InvertedDoublePendulum-v4_111_222_333_444_noise=5,437.25387137147214
True,SAC,1,20000,InvertedDoublePendulum-v4,111,222,333,444,policy,4,SAC_1_20000_InvertedDoublePendulum-v4_111_222_333_444_policy=4,364.7853414168378
True,SAC,2,20000,InvertedDoublePendulum-v4,111,222,333,444,policy,4,SAC_2_20000_InvertedDoublePendulum-v4_111_222_333_444_policy=4,402.7743280285401
True,SAC,3,20000,InvertedDoublePendulum-v4,111,222,333,444,policy,4,SAC_3_20000_InvertedDoublePendulum-v4_111_222_333_444_policy=4,415.9832504911242
False,SAC,1,20000,InvertedDoublePendulum-v4,111,222,333,444,policy,8,SAC_1_20000_InvertedDoublePendulum-v4_111_222_333_444_policy=8,426.8854501154734
False,SAC,2,20000,InvertedDoublePendulum-v4,111,222,333,444,policy,9,SAC_2_20000_InvertedDoublePendulum-v4_111_222_333_444_policy=9,456.46828028554216
False,SAC,3,20000,InvertedDoublePendulum-v4,111,222,333,444,policy,4,SAC_3_20000_InvertedDoublePendulum-v4_111_222_333_444_policy=4,469.7592557752066

True,SAC,1,10000,Pusher-v4,111,222,333,444,env,4,SAC_1_10000_Pusher-v4_111_222_333_444_env=4,-120.04892489898992
True,SAC,2,10000,Pusher-v4,111,222,333,444,env,12,SAC_2_10000_Pusher-v4_111_222_333_444_env=12,-87.56293460301508
True,SAC,3,10000,Pusher-v4,111,222,333,444,env,12,SAC_3_10000_Pusher-v4_111_222_333_444_env=12,-74.56687006354514
False,SAC,1,10000,Pusher-v4,111,222,333,444,env,3,SAC_1_10000_Pusher-v4_111_222_333_444_env=3,-118.1475406161616
False,SAC,2,10000,Pusher-v4,111,222,333,444,env,2,SAC_2_10000_Pusher-v4_111_222_333_444_env=2,-85.32971931155778
False,SAC,3,10000,Pusher-v4,111,222,333,444,env,2,SAC_3_10000_Pusher-v4_111_222_333_444_env=2,-72.14194404682274
True,SAC,1,10000,Pusher-v4,111,222,333,444,buffer,2,SAC_1_10000_Pusher-v4_111_222_333_444_buffer=2,-118.45524137373738
True,SAC,2,10000,Pusher-v4,111,222,333,444,buffer,10,SAC_2_10000_Pusher-v4_111_222_333_444_buffer=10,-85.9210653115578
True,SAC,3,10000,Pusher-v4,111,222,333,444,buffer,2,SAC_3_10000_Pusher-v4_111_222_333_444_buffer=2,-72.9613572541806
False,SAC,1,10000,Pusher-v4,111,222,333,444,buffer,9,SAC_1_10000_Pusher-v4_111_222_333_444_buffer=9,-117.53263322222224
False,SAC,2,10000,Pusher-v4,111,222,333,444,buffer,5,SAC_2_10000_Pusher-v4_111_222_333_444_buffer=5,-85.15893810552765
False,SAC,3,10000,Pusher-v4,111,222,333,444,buffer,1,SAC_3_10000_Pusher-v4_111_222_333_444_buffer=1,-71.85275537458193
True,SAC,1,10000,Pusher-v4,111,222,333,444,noise,14,SAC_1_10000_Pusher-v4_111_222_333_444_noise=14,-121.08207304040404
True,SAC,2,10000,Pusher-v4,111,222,333,444,noise,15,SAC_2_10000_Pusher-v4_111_222_333_444_noise=15,-87.94988462311558
True,SAC,3,10000,Pusher-v4,111,222,333,444,noise,1,SAC_3_10000_Pusher-v4_111_222_333_444_noise=1,-74.81809163545151
False,SAC,1,10000,Pusher-v4,111,222,333,444,noise,12,SAC_1_10000_Pusher-v4_111_222_333_444_noise=12,-118.00540258585858
False,SAC,2,10000,Pusher-v4,111,222,333,444,noise,1,SAC_2_10000_Pusher-v4_111_222_333_444_noise=1,-85.69709080904522
False,SAC,3,10000,Pusher-v4,111,222,333,444,noise,14,SAC_3_10000_Pusher-v4_111_222_333_444_noise=14,-72.7306761638796
True,SAC,1,10000,Pusher-v4,111,222,333,444,policy,2,SAC_1_10000_Pusher-v4_111_222_333_444_policy=2,-118.84901211111112
True,SAC,2,10000,Pusher-v4,111,222,333,444,policy,8,SAC_2_10000_Pusher-v4_111_222_333_444_policy=8,-86.16876010050251
True,SAC,3,10000,Pusher-v4,111,222,333,444,policy,5,SAC_3_10000_Pusher-v4_111_222_333_444_policy=5,-72.99567644481606
False,SAC,1,10000,Pusher-v4,111,222,333,444,policy,5,SAC_1_10000_Pusher-v4_111_222_333_444_policy=5,-117.45832362626264
False,SAC,2,10000,Pusher-v4,111,222,333,444,policy,1,SAC_2_10000_Pusher-v4_111_222_333_444_policy=1,-84.59005928140704
False,SAC,3,10000,Pusher-v4,111,222,333,444,policy,3,SAC_3_10000_Pusher-v4_111_222_333_444_policy=3,-71.45925300334449

True,PPO,1,100000,Pendulum-v1,111,222,333,444,env,11,PPO_1_100000_Pendulum-v1_111_222_333_444_env=11,-1076.0120316165414
True,PPO,2,100000,Pendulum-v1,111,222,333,444,env,1,PPO_2_100000_Pendulum-v1_111_222_333_444_env=1,-703.0929654644195
True,PPO,3,100000,Pendulum-v1,111,222,333,444,env,13,PPO_3_100000_Pendulum-v1_111_222_333_444_env=13,-536.3995404663342
False,PPO,1,100000,Pendulum-v1,111,222,333,444,env,14,PPO_1_100000_Pendulum-v1_111_222_333_444_env=14,-1025.9340596842103
False,PPO,2,100000,Pendulum-v1,111,222,333,444,env,10,PPO_2_100000_Pendulum-v1_111_222_333_444_env=10,-655.3485264269664
False,PPO,3,100000,Pendulum-v1,111,222,333,444,env,7,PPO_3_100000_Pendulum-v1_111_222_333_444_env=7,-491.3393282418953
True,PPO,1,100000,Pendulum-v1,111,222,333,444,buffer,3,PPO_1_100000_Pendulum-v1_111_222_333_444_buffer=3,-1075.8513223759398
True,PPO,2,100000,Pendulum-v1,111,222,333,444,buffer,6,PPO_2_100000_Pendulum-v1_111_222_333_444_buffer=6,-704.9361592434458
True,PPO,3,100000,Pendulum-v1,111,222,333,444,buffer,11,PPO_3_100000_Pendulum-v1_111_222_333_444_buffer=11,-527.7477887581048
False,PPO,1,100000,Pendulum-v1,111,222,333,444,buffer,9,PPO_1_100000_Pendulum-v1_111_222_333_444_buffer=9,-1040.10731243609
False,PPO,2,100000,Pendulum-v1,111,222,333,444,buffer,12,PPO_2_100000_Pendulum-v1_111_222_333_444_buffer=12,-659.7765254756554
False,PPO,3,100000,Pendulum-v1,111,222,333,444,buffer,5,PPO_3_100000_Pendulum-v1_111_222_333_444_buffer=5,-492.6385432319202
True,PPO,1,100000,Pendulum-v1,111,222,333,444,noise,2,PPO_1_100000_Pendulum-v1_111_222_333_444_noise=2,-1094.1106231954886
True,PPO,2,100000,Pendulum-v1,111,222,333,444,noise,13,PPO_2_100000_Pendulum-v1_111_222_333_444_noise=13,-732.9954541872659
True,PPO,3,100000,Pendulum-v1,111,222,333,444,noise,14,PPO_3_100000_Pendulum-v1_111_222_333_444_noise=14,-545.5940570822942
False,PPO,1,100000,Pendulum-v1,111,222,333,444,noise,9,PPO_1_100000_Pendulum-v1_111_222_333_444_noise=9,-1042.8431399849624
False,PPO,2,100000,Pendulum-v1,111,222,333,444,noise,13,PPO_2_100000_Pendulum-v1_111_222_333_444_noise=13,-664.9815865131086
False,PPO,3,100000,Pendulum-v1,111,222,333,444,noise,6,PPO_3_100000_Pendulum-v1_111_222_333_444_noise=6,-495.1324495162095
True,PPO,1,300000,Pendulum-v1,111,222,333,444,policy,12,PPO_1_300000_Pendulum-v1_111_222_333_444_policy=12,-537.0862321269841
False,PPO,1,300000,Pendulum-v1,111,222,333,444,policy,7,PPO_1_300000_Pendulum-v1_111_222_333_444_policy=7,-502.8409385423281

True,SAC,1,5000,MountainCarContinuous-v0,111,222,333,444,env,9,SAC_1_5000_MountainCarContinuous-v0_111_222_333_444_env=9,4.650357333333335
True,SAC,2,5000,MountainCarContinuous-v0,111,222,333,444,env,7,SAC_2_5000_MountainCarContinuous-v0_111_222_333_444_env=7,5.120991333333333
True,SAC,3,5000,MountainCarContinuous-v0,111,222,333,444,env,3,SAC_3_5000_MountainCarContinuous-v0_111_222_333_444_env=3,7.958925055555554
False,SAC,1,5000,MountainCarContinuous-v0,111,222,333,444,env,4,SAC_1_5000_MountainCarContinuous-v0_111_222_333_444_env=4,74.31833918181817
False,SAC,2,5000,MountainCarContinuous-v0,111,222,333,444,env,10,SAC_2_5000_MountainCarContinuous-v0_111_222_333_444_env=10,77.28938388
False,SAC,3,5000,MountainCarContinuous-v0,111,222,333,444,env,8,SAC_3_5000_MountainCarContinuous-v0_111_222_333_444_env=8,83.69947004444444
True,SAC,1,5000,MountainCarContinuous-v0,111,222,333,444,buffer,3,SAC_1_5000_MountainCarContinuous-v0_111_222_333_444_buffer=3,40.27131825
True,SAC,2,5000,MountainCarContinuous-v0,111,222,333,444,buffer,2,SAC_2_5000_MountainCarContinuous-v0_111_222_333_444_buffer=2,58.30577405555555
True,SAC,3,5000,MountainCarContinuous-v0,111,222,333,444,buffer,4,SAC_3_5000_MountainCarContinuous-v0_111_222_333_444_buffer=4,70.18094370588236
False,SAC,1,5000,MountainCarContinuous-v0,111,222,333,444,buffer,4,SAC_1_5000_MountainCarContinuous-v0_111_222_333_444_buffer=4,80.89689170000001
False,SAC,2,5000,MountainCarContinuous-v0,111,222,333,444,buffer,4,SAC_2_5000_MountainCarContinuous-v0_111_222_333_444_buffer=4,85.5377108846154
False,SAC,3,5000,MountainCarContinuous-v0,111,222,333,444,buffer,3,SAC_3_5000_MountainCarContinuous-v0_111_222_333_444_buffer=3,88.12036831249999
True,SAC,1,5000,MountainCarContinuous-v0,111,222,333,444,noise,15,SAC_1_5000_MountainCarContinuous-v0_111_222_333_444_noise=15,-10.052753199999998
True,SAC,2,5000,MountainCarContinuous-v0,111,222,333,444,noise,15,SAC_2_5000_MountainCarContinuous-v0_111_222_333_444_noise=15,-12.118733999999996
True,SAC,3,5000,MountainCarContinuous-v0,111,222,333,444,noise,12,SAC_3_5000_MountainCarContinuous-v0_111_222_333_444_noise=12,-7.944402823529411
False,SAC,1,5000,MountainCarContinuous-v0,111,222,333,444,noise,8,SAC_1_5000_MountainCarContinuous-v0_111_222_333_444_noise=8,84.1717785
False,SAC,2,5000,MountainCarContinuous-v0,111,222,333,444,noise,2,SAC_2_5000_MountainCarContinuous-v0_111_222_333_444_noise=2,87.52813336666665
False,SAC,3,5000,MountainCarContinuous-v0,111,222,333,444,noise,13,SAC_3_5000_MountainCarContinuous-v0_111_222_333_444_noise=13,89.04783547058824
True,SAC,1,5000,MountainCarContinuous-v0,111,222,333,444,policy,8,SAC_1_5000_MountainCarContinuous-v0_111_222_333_444_policy=8,57.59276444444444
True,SAC,2,5000,MountainCarContinuous-v0,111,222,333,444,policy,7,SAC_2_5000_MountainCarContinuous-v0_111_222_333_444_policy=7,55.31808605263158
True,SAC,3,5000,MountainCarContinuous-v0,111,222,333,444,policy,3,SAC_3_5000_MountainCarContinuous-v0_111_222_333_444_policy=3,67.36849591176471
False,SAC,1,5000,MountainCarContinuous-v0,111,222,333,444,policy,6,SAC_1_5000_MountainCarContinuous-v0_111_222_333_444_policy=6,73.94123645454545
False,SAC,2,5000,MountainCarContinuous-v0,111,222,333,444,policy,9,SAC_2_5000_MountainCarContinuous-v0_111_222_333_444_policy=9,80.60125644827588
False,SAC,3,5000,MountainCarContinuous-v0,111,222,333,444,policy,9,SAC_3_5000_MountainCarContinuous-v0_111_222_333_444_policy=9,85.7745332830189

True,SAC,1,20000,Walker2d-v4,111,222,333,444,env,7,SAC_1_20000_Walker2d-v4_111_222_333_444_env=7,80.81287758124999
True,SAC,2,20000,Walker2d-v4,111,222,333,444,env,11,SAC_2_20000_Walker2d-v4_111_222_333_444_env=11,139.99708660350873
True,SAC,3,20000,Walker2d-v4,111,222,333,444,env,4,SAC_3_20000_Walker2d-v4_111_222_333_444_env=4,187.72950043782384
False,SAC,1,20000,Walker2d-v4,111,222,333,444,env,14,SAC_1_20000_Walker2d-v4_111_222_333_444_env=14,128.34145100675678
False,SAC,2,20000,Walker2d-v4,111,222,333,444,env,11,SAC_2_20000_Walker2d-v4_111_222_333_444_env=11,217.13950930042915
False,SAC,3,20000,Walker2d-v4,111,222,333,444,env,15,SAC_3_20000_Walker2d-v4_111_222_333_444_env=15,294.66801518421056
True,SAC,1,20000,Walker2d-v4,111,222,333,444,buffer,7,SAC_1_20000_Walker2d-v4_111_222_333_444_buffer=7,84.31807019186046
True,SAC,2,20000,Walker2d-v4,111,222,333,444,buffer,3,SAC_2_20000_Walker2d-v4_111_222_333_444_buffer=3,151.32740884590163
True,SAC,3,20000,Walker2d-v4,111,222,333,444,buffer,3,SAC_3_20000_Walker2d-v4_111_222_333_444_buffer=3,190.5723599782609
False,SAC,1,20000,Walker2d-v4,111,222,333,444,buffer,4,SAC_1_20000_Walker2d-v4_111_222_333_444_buffer=4,154.25424327906978
False,SAC,2,20000,Walker2d-v4,111,222,333,444,buffer,6,SAC_2_20000_Walker2d-v4_111_222_333_444_buffer=6,285.9082604243902
False,SAC,3,20000,Walker2d-v4,111,222,333,444,buffer,6,SAC_3_20000_Walker2d-v4_111_222_333_444_buffer=6,411.1788392540984
True,SAC,1,20000,Walker2d-v4,111,222,333,444,noise,4,SAC_1_20000_Walker2d-v4_111_222_333_444_noise=4,88.27910178527607
True,SAC,2,20000,Walker2d-v4,111,222,333,444,noise,5,SAC_2_20000_Walker2d-v4_111_222_333_444_noise=5,150.3590229432624
True,SAC,3,20000,Walker2d-v4,111,222,333,444,noise,2,SAC_3_20000_Walker2d-v4_111_222_333_444_noise=2,200.05567050646
False,SAC,1,20000,Walker2d-v4,111,222,333,444,noise,5,SAC_1_20000_Walker2d-v4_111_222_333_444_noise=5,142.7314577735849
False,SAC,2,20000,Walker2d-v4,111,222,333,444,noise,7,SAC_2_20000_Walker2d-v4_111_222_333_444_noise=7,238.96937501960784
False,SAC,3,20000,Walker2d-v4,111,222,333,444,noise,4,SAC_3_20000_Walker2d-v4_111_222_333_444_noise=4,324.14140863157894
True,SAC,1,20000,Walker2d-v4,111,222,333,444,policy,5,SAC_1_20000_Walker2d-v4_111_222_333_444_policy=5,83.72072054491021
True,SAC,2,20000,Walker2d-v4,111,222,333,444,policy,7,SAC_2_20000_Walker2d-v4_111_222_333_444_policy=7,131.32720983566432
True,SAC,3,20000,Walker2d-v4,111,222,333,444,policy,4,SAC_3_20000_Walker2d-v4_111_222_333_444_policy=4,192.1652659489796
False,SAC,1,20000,Walker2d-v4,111,222,333,444,policy,2,SAC_1_20000_Walker2d-v4_111_222_333_444_policy=2,128.03846497484278
False,SAC,2,20000,Walker2d-v4,111,222,333,444,policy,4,SAC_2_20000_Walker2d-v4_111_222_333_444_policy=4,185.9222387940075
False,SAC,3,20000,Walker2d-v4,111,222,333,444,policy,6,SAC_3_20000_Walker2d-v4_111_222_333_444_policy=6,223.09030064577647

True,SAC,1,20000,HumanoidStandup-v4,111,222,333,444,env,13,SAC_1_20000_HumanoidStandup-v4_111_222_333_444_env=13,69415.49795842105
True,SAC,2,20000,HumanoidStandup-v4,111,222,333,444,env,1,SAC_2_20000_HumanoidStandup-v4_111_222_333_444_env=1,75868.56574251283
True,SAC,3,20000,HumanoidStandup-v4,111,222,333,444,env,12,SAC_3_20000_HumanoidStandup-v4_111_222_333_444_env=12,80189.92924801694
False,SAC,1,20000,HumanoidStandup-v4,111,222,333,444,env,3,SAC_1_20000_HumanoidStandup-v4_111_222_333_444_env=3,79318.5346958421
False,SAC,2,20000,HumanoidStandup-v4,111,222,333,444,env,15,SAC_2_20000_HumanoidStandup-v4_111_222_333_444_env=15,105236.15768897436
False,SAC,3,20000,HumanoidStandup-v4,111,222,333,444,env,6,SAC_3_20000_HumanoidStandup-v4_111_222_333_444_env=6,115603.40360340678
True,SAC,1,20000,HumanoidStandup-v4,111,222,333,444,buffer,9,SAC_1_20000_HumanoidStandup-v4_111_222_333_444_buffer=9,65335.967013631576
